sample,gt_pattern,selected_pattern,correct,gt_objective,best_alternative_objective,margin,J_000,J_001,J_010,J_011,J_100,J_101,J_110,J_111
11,110,110,1,0.0020000000000000503,0.009910971692473278,0.007910971692473227,0.21339791857036003,0.1931456413059632,0.029047068520723997,0.026275247352018263,0.1921788525706133,0.1841402561899387,0.0020000000000000503,0.009910971692473278
12,011,011,1,0.0020000000000006124,0.015775602804694956,0.013775602804694344,0.18121147646590552,0.01665215892414766,0.1409525916978269,0.0020000000000006124,0.16181387400981218,0.01778687716253549,0.1410750228092245,0.015775602804694956
13,011,011,1,0.0020000000000009615,0.018586238551029744,0.01658623855102878,0.16536507895484429,0.018586238551029744,0.12316804935499935,0.0020000000000009615,0.15998383369377103,0.030730247426652493,0.1314504457056923,0.02343314611804283
14,100,100,1,0.0010000000000004406,0.01051444030543105,0.00951444030543061,0.07870053774103658,0.0791981065704944,0.08725155146311099,0.08495321631267536,0.0010000000000004406,0.01051444030543105,0.010535744049605784,0.017224417441614716
15,001,001,1,0.0010000000000000644,0.01250973737908,0.011509737379079935,0.03530574564780243,0.0010000000000000644,0.039431741774306465,0.013160687595769903,0.04111511122680654,0.01250973737908,0.03357879494242354,0.012520332304688044
16,001,001,1,0.0010000000000000093,0.005915788368227546,0.004915788368227536,0.014134617725261362,0.0010000000000000093,0.014862498386967835,0.006416719685985001,0.019082853566137137,0.009210947297260918,0.018124939743164266,0.005915788368227546
17,010,010,1,0.0010000000000000998,0.005578333455464213,0.004578333455464113,0.013775154763751631,0.009759581961324159,0.0010000000000000998,0.005578333455464213,0.016477388249285047,0.01354302798546993,0.019679922412808984,0.015619053957608858
18,100,100,1,0.0010000000000000234,0.007733366781589636,0.006733366781589613,0.016003698937350593,0.012772351853841242,0.03640455210576204,0.030705950308641233,0.0010000000000000234,0.007733366781589636,0.028022443662882868,0.02316825748114696
19,110,110,1,0.0020000000000004784,0.009859456521330235,0.007859456521329756,0.11232483510496531,0.09544224459972987,0.11303148625807051,0.08669935274999736,0.03193605796446973,0.03370448343566515,0.0020000000000004784,0.009859456521330235
20,011,011,1,0.0020000000000001275,0.011559978037895262,0.009559978037895135,0.08776717941759486,0.04318338109393513,0.06659635284873287,0.0020000000000001275,0.09534800871643327,0.041684986888886916,0.07105944941702971,0.011559978037895262
21,011,011,1,0.0020000000000000933,0.00590517401504843,0.003905174015048337,0.32526463825013496,0.2313296970820873,0.008209113682239911,0.0020000000000000933,0.26843404129945647,0.15286028532734866,0.008602530281150147,0.00590517401504843
22,100,100,1,0.0010000000000000126,0.019956966411744353,0.018956966411744342,0.019956966411744353,0.023911167016935752,0.048637748924340925,0.05529648469723749,0.0010000000000000126,0.020053259484632026,0.03588126095116486,0.05470097979317357
23,011,011,1,0.0020000000000000807,0.0196502491678889,0.017650249167888817,0.182485294066721,0.1029509611095794,0.08916413554639126,0.0020000000000000807,0.14985545751133847,0.0781397971530406,0.09940093386610206,0.0196502491678889
24,110,110,1,0.0020000000000000846,0.005104564372291882,0.0031045643722917974,0.22206948174018368,0.21938394055482713,0.005104564372291882,0.015451650443079971,0.2119011420062068,0.20259105908723438,0.0020000000000000846,0.01539635666730588
25,111,111,1,0.003000000000000066,0.004085298399285475,0.0010852983992854087,0.2217675477802026,0.13196377539127013,0.06674544952333543,0.004085298399285475,0.20838001904654882,0.1211054724386788,0.06456443623167891,0.003000000000000066
26,111,111,1,0.0030000000000001566,0.01758903526176987,0.014589035261769712,0.11763956666827473,0.0661127631536752,0.09274839417341856,0.04122594755883862,0.09519850628966635,0.01758903526176987,0.07736058055319421,0.0030000000000001566
27,100,100,1,0.001000000000000025,0.014400592652593778,0.013400592652593753,0.09557574159440697,0.10555949294267253,0.07747933281516921,0.08104043523324046,0.001000000000000025,0.025833240956904646,0.014400592652593778,0.03252532930597546
28,111,111,1,0.0030000000000009607,0.07338463318061975,0.07038463318061879,0.66495155736732,0.3523277402380879,0.326778067911813,0.07338463318061975,0.6384696974235766,0.24611764928980703,0.31161304342860674,0.0030000000000009607
29,110,110,1,0.002000000000000182,0.015024088922955637,0.013024088922955455,0.4485900474603901,0.44360479788299817,0.017008166256465663,0.030163005841705642,0.4298162869387628,0.42508634635557874,0.002000000000000182,0.015024088922955637
30,111,111,1,0.0030000000000002637,0.013013211183105456,0.010013211183105192,0.04231805392111177,0.033003805357618446,0.027453581062690333,0.013013211183105456,0.040928625562833776,0.028946220031292796,0.0236757761512984,0.0030000000000002637
31,111,111,1,0.003000000000000389,0.017415884684672204,0.014415884684671814,0.30826543145038937,0.29099788646724756,0.196089806941633,0.179502663470958,0.0692294811435927,0.053596066062603004,0.017415884684672204,0.003000000000000389
32,000,000,1,0.0,0.004992138023241097,0.004992138023241097,0.0,0.016769335107141133,0.023001833265569645,0.038522959643404506,0.004992138023241097,0.019360129476457197,0.015267829421564749,0.02778125208687985
33,011,011,1,0.00200000000000006,0.013992970702335246,0.011992970702335185,0.10177241155487056,0.1031260235600745,0.029091923772257167,0.00200000000000006,0.10143472636533073,0.10965390957988069,0.03239823735497819,0.013992970702335246
34,001,001,1,0.0010000000000000486,0.0048904399091963865,0.003890439909196338,0.07141760238821825,0.0010000000000000486,0.07123613824877884,0.008402927739817717,0.0749591804561559,0.0048904399091963865,0.07271401479347851,0.01074435543261994
35,110,110,1,0.0020000000000001627,0.01773371603603458,0.01573371603603442,0.23907004671482812,0.255295058234192,0.04719122427230588,0.03643225514651662,0.19022434594070536,0.17640168287531563,0.0020000000000001627,0.01773371603603458
36,110,110,1,0.002000000000000131,0.013205363298835301,0.011205363298835171,0.21094136577009426,0.20472273837419067,0.01367140788215044,0.013824381062068456,0.19147903147357945,0.19993958958004396,0.002000000000000131,0.013205363298835301
37,001,001,1,0.0010000000000001084,0.007958837354906366,0.006958837354906258,0.047175897013975364,0.0010000000000001084,0.04393342666425915,0.007958837354906366,0.046091561292549516,0.017879115159553753,0.03786410651395241,0.017748462367279276
38,001,001,1,0.0010000000000004348,0.00361976062814107,0.0026197606281406355,0.23482516339243706,0.0010000000000004348,0.23416673999957824,0.00361976062814107,0.2548529621988029,0.035395376524587796,0.25701398052649005,0.022656942452266578
39,111,111,1,0.0030000000000000734,0.023216300934296705,0.020216300934296633,0.22558538823908328,0.1370455831017345,0.09033455697597269,0.06766397190366935,0.10608470780355772,0.023216300934296705,0.04041547929895728,0.0030000000000000734
40,001,001,1,0.0010000000000000063,0.0034469880533287813,0.002446988053328775,0.030021048559899555,0.0010000000000000063,0.02793880619900338,0.0034469880533287813,0.035765465907309196,0.010472248505981293,0.02344624120233501,0.005991488258327626
41,111,111,1,0.0030000000000001536,0.010971703926866949,0.007971703926866795,0.2626029213280177,0.1706528357044976,0.04247566855449924,0.010971703926866949,0.2047503005760717,0.12242660659592258,0.033298722927504215,0.0030000000000001536
42,111,111,1,0.0030000000000000196,0.04602506029439566,0.043025060294395644,0.14956134597334966,0.13112642080097006,0.08800694727431342,0.053346331895745974,0.07877161227159317,0.05076911833358335,0.04602506029439566,0.0030000000000000196
43,011,011,1,0.0020000000000000083,0.0061145026419480684,0.00411450264194806,0.203317686514454,0.10207759610240365,0.024785785985554958,0.0020000000000000083,0.15833925330182214,0.05297827460758186,0.02552229708709909,0.0061145026419480684
44,110,110,1,0.0020000000000001002,0.012818147267456972,0.010818147267456871,0.16304524496060935,0.12389649968252375,0.02704256202391773,0.0383012934245141,0.11204782346952581,0.07868803470147814,0.0020000000000001002,0.012818147267456972
45,100,100,1,0.0010000000000000187,0.003674466575378273,0.0026744665753782545,0.012734146567676278,0.019593249859401262,0.011267624794401434,0.019171751775893336,0.0010000000000000187,0.01493427817810659,0.003674466575378273,0.017426295144640364
46,110,110,1,0.002000000000000332,0.010848739809686408,0.008848739809686076,0.2705117634586926,0.25900886252060074,0.04431717420463998,0.0484723910440791,0.12130150046518158,0.11577682562461318,0.002000000000000332,0.010848739809686408
47,100,100,1,0.0010000000000000015,0.003922909983885057,0.0029229099838850555,0.04901883844237096,0.05336432373795747,0.031999396739691564,0.020556918967933373,0.0010000000000000015,0.005082277498433426,0.004885679024902409,0.003922909983885057
48,011,011,1,0.0020000000000001002,0.004432663301444262,0.0024326633014441616,0.12576513129114597,0.08380021339849292,0.011372069201586853,0.0020000000000001002,0.11840332144116243,0.08457004147875806,0.012369925687300016,0.004432663301444262
49,001,001,1,0.0010000000000002136,0.004392935455480369,0.003392935455480156,0.12154211071652625,0.0010000000000002136,0.094429208828261,0.004392935455480369,0.12012680960521532,0.00953069950276871,0.09395722754406359,0.007455001805929982
50,111,111,1,0.003000000000000034,0.00609712007793928,0.0030971200779392463,0.08351021181204014,0.024420227340751957,0.09864354127428933,0.00609712007793928,0.059376480169851094,0.015417498804459478,0.06874725506848796,0.003000000000000034
51,111,111,1,0.0030000000000003414,0.0178625213478393,0.014862521347838957,0.42265972092654636,0.32768890628533914,0.0530072068641721,0.03345746770600128,0.3742529963935951,0.29318821207945106,0.0178625213478393,0.0030000000000003414
52,011,011,1,0.0020000000000001393,0.008503198415034746,0.006503198415034607,0.16659246277468917,0.09883424716533264,0.08869265891043782,0.0020000000000001393,0.14809364003863681,0.08282773666740596,0.09087880872409713,0.008503198415034746
53,110,110,1,0.002000000000000927,0.02302076710812418,0.021020767108123253,0.5662424526523172,0.5131234036233481,0.49377923026742204,0.46348706504520587,0.06001806979441407,0.06707630685922572,0.002000000000000927,0.02302076710812418
54,110,110,1,0.002000000000000179,0.010972170855634619,0.00897217085563444,0.14024970330713507,0.14602050485029647,0.13772469142421548,0.14439000093817464,0.057634977225506624,0.06532442112544944,0.002000000000000179,0.010972170855634619
55,100,100,1,0.0010000000000000044,0.008250654907596845,0.00725065490759684,0.03286983021911202,0.04208736616167074,0.03337855021929952,0.04008842224580557,0.0010000000000000044,0.012003177377088468,0.008250654907596845,0.015638035235138563
56,001,001,1,0.0010000000000000282,0.006790460729497592,0.005790460729497564,0.0331953812175128,0.0010000000000000282,0.03881547637413831,0.006790460729497592,0.04106200527872974,0.020511978195023324,0.04440241506191487,0.022442623755656636
57,110,110,1,0.002000000000000032,0.022058137674277303,0.02005813767427727,0.06557362059630456,0.07324537888198779,0.03560024835910955,0.03935762044057739,0.046761212682071916,0.06820496967955873,0.002000000000000032,0.022058137674277303
58,110,110,1,0.002000000000000064,0.006218306305864277,0.004218306305864214,0.3077426406391357,0.269717884487404,0.142892935369234,0.13634345258898656,0.187987943950474,0.16689076451792847,0.002000000000000064,0.006218306305864277
59,100,100,1,0.0010000000000001134,0.008732295269034346,0.0077322952690342325,0.06585085275601288,0.034331211571961194,0.07843469452523992,0.03798453114285164,0.0010000000000001134,0.008732295269034346,0.01700637523679728,0.01686867235925774
60,111,111,1,0.00300000000000061,0.06862600622269378,0.06562600622269317,0.13634605998058755,0.12791692560793402,0.09476434437105404,0.06862600622269378,0.121923531471902,0.09903553328916803,0.06887567550983081,0.00300000000000061
61,011,011,1,0.0020000000000000378,0.004561654143123818,0.0025616541431237806,0.14311967220195343,0.10566684264291759,0.07575565490053575,0.0020000000000000378,0.08175488791605683,0.052533557864396806,0.06526687607178837,0.004561654143123818
62,111,111,1,0.003000000000002055,0.08651486078920555,0.08351486078920349,0.47328540681808445,0.4578220279002552,0.20085489347266286,0.19143399694938726,0.39744944796867687,0.31924935520917286,0.08651486078920555,0.003000000000002055
63,011,011,1,0.002000000000000643,0.005331622594413669,0.0033316225944130255,0.11866838405043223,0.10541734064306095,0.0678410303295951,0.002000000000000643,0.12028605697686019,0.1081587733809381,0.07035235930805288,0.005331622594413669
64,010,010,1,0.0010000000000000317,0.012217401935960388,0.011217401935960356,0.04448295264378998,0.03875613235208138,0.0010000000000000317,0.012217401935960388,0.0642639502129243,0.042395568646002295,0.025189808953659895,0.02042038601041142
65,010,010,1,0.001000000000000005,0.009884529157124814,0.00888452915712481,0.04756785864384683,0.04945562067871107,0.001000000000000005,0.010979377054601024,0.05502448121071112,0.05142321581329675,0.009884529157124814,0.01253538091870883
66,010,010,1,0.0010000000000000562,0.002904431801279792,0.0019044318012797358,0.03982495820504136,0.04246817522560897,0.0010000000000000562,0.012580049380597029,0.029770919292582177,0.028527079000814727,0.002904431801279792,0.011644080745432543
67,100,100,1,0.0010000000000000221,0.009987433262301542,0.00898743326230152,0.010499561997281285,0.01145262066553204,0.047608178072568424,0.04306576825772163,0.0010000000000000221,0.009987433262301542,0.03710287266337676,0.03915667757943546
68,100,100,1,0.0010000000000002915,0.002584760569777281,0.0015847605697769896,0.1832992393739281,0.20168953755687194,0.14405874898873924,0.15510965985587635,0.0010000000000002915,0.024651243808579304,0.002584760569777281,0.02126044691901962
69,110,110,1,0.002000000000000023,0.003607351250365306,0.0016073512503652831,0.04624888053061882,0.04085431242214027,0.03881453831648467,0.040646348132453304,0.01646009423492537,0.005228990227912827,0.002000000000000023,0.003607351250365306
70,110,110,1,0.0020000000000003682,0.013198611787342173,0.011198611787341805,0.29587488369255127,0.2941102418052635,0.12864101425157148,0.125564222215932,0.17184583093994535,0.15280813348567138,0.0020000000000003682,0.013198611787342173
71,000,000,1,0.0,0.012061646636525213,0.012061646636525213,0.0,0.012061646636525213,0.020316733780738647,0.02449025959153186,0.03058911577319431,0.03469951531455761,0.03712780033454972,0.047862173525624024
72,001,001,1,0.0010000000000001234,0.005654918309285517,0.004654918309285394,0.06626240359019553,0.0010000000000001234,0.0630852164565038,0.005654918309285517,0.057424757066567876,0.009053446588338775,0.056391002886517244,0.012716658900328935
73,110,010,0,0.0020000000000000057,0.001340723077007897,-0.0006592769229921086,0.03533172218639851,0.03019662957120042,0.001340723077007897,0.0041127899558459895,0.03665744971660289,0.0313159651061367,0.0020000000000000057,0.0044538690537208854
74,111,111,1,0.003000000000000084,0.025364558683493674,0.022364558683493588,0.2833342341694263,0.27825476072044747,0.08994597497827411,0.03397000667519285,0.20830251318276305,0.21236351164365277,0.025364558683493674,0.003000000000000084
75,001,001,1,0.0010000000000000612,0.004740209239570978,0.003740209239570917,0.0910454163596487,0.0010000000000000612,0.08451850931527559,0.004740209239570978,0.09568430065656164,0.014060439129820168,0.05065262344626661,0.005334307213270665
76,111,111,1,0.003000000000000153,0.01418681057866218,0.011186810578662026,0.10502199463717243,0.05428253352135637,0.06787160105918458,0.01418681057866218,0.06785954835185633,0.024311677965491996,0.054434315838064025,0.003000000000000153
77,100,100,1,0.0010000000000001585,0.007470191328901469,0.00647019132890131,0.0642923500305397,0.051468534872956544,0.07022631931935246,0.05035244843138725,0.0010000000000001585,0.011289877274194783,0.007470191328901469,0.010882533618031463
78,011,011,1,0.0020000000000000673,0.008452570062444199,0.006452570062444131,0.09434284084089058,0.01118568077530405,0.07604467156255088,0.0020000000000000673,0.0835962207119464,0.008452570062444199,0.07766319216167299,0.009964281909015694
79,111,111,1,0.003000000000000103,0.036256675327213835,0.033256675327213735,0.3321255094060116,0.22854209534106695,0.35711718363645495,0.17984833773480888,0.04701733181224015,0.041641083294248316,0.036256675327213835,0.003000000000000103
80,100,100,1,0.0010000000000000698,0.006722628707153298,0.005722628707153229,0.04490726437518067,0.04844199029449447,0.041509077776861955,0.04893171988838343,0.0010000000000000698,0.026273394679375763,0.006722628707153298,0.03156569783974341
81,010,010,1,0.001000000000000033,0.004784562784651121,0.003784562784651088,0.03733301762223853,0.04466956128985609,0.001000000000000033,0.010238828382925443,0.04022886157461697,0.04799502041404702,0.004784562784651121,0.01200650727695421
82,110,110,1,0.0020000000000001176,0.020704753718201747,0.01870475371820163,0.22360076609923185,0.19560523728806908,0.11071544391640996,0.08187123065753055,0.17570431461376368,0.17651047744015727,0.0020000000000001176,0.020704753718201747
83,010,010,1,0.0010000000000000486,0.007325077480262321,0.006325077480262273,0.04411494720403686,0.04715135960276166,0.0010000000000000486,0.014492011675709486,0.036680761260234875,0.039955500607829694,0.007325077480262321,0.019748019335059853
84,011,011,1,0.0020000000000005486,0.012160989717148206,0.010160989717147658,0.2706187096895641,0.05248054390932041,0.27436720289297273,0.0020000000000005486,0.19053990479127034,0.053241253162699696,0.1958230761805423,0.012160989717148206
85,110,110,1,0.0020000000000002355,0.017894580077093963,0.01589458007709373,0.0841040878470165,0.06338754953481135,0.06785486408499809,0.06174721704120165,0.032031000996241184,0.027105166124171284,0.0020000000000002355,0.017894580077093963
86,111,111,1,0.0030000000000002247,0.010837996728026877,0.007837996728026653,0.20938280881222185,0.18413520865603875,0.2085597099611888,0.18698678658362422,0.09171602434153146,0.010837996728026877,0.0971936276978253,0.0030000000000002247
87,011,011,1,0.002000000000000097,0.02795013470157425,0.025950134701574153,0.09160287889614038,0.043868886479411,0.03903454872205174,0.002000000000000097,0.10414760177645042,0.05929146508550418,0.06490608430640545,0.02795013470157425
88,110,110,1,0.002000000000000375,0.004775734496108109,0.0027757344961077336,0.13467981921112948,0.10499003570058747,0.03757193134359329,0.039705072609974766,0.08040200072333391,0.05162198234399193,0.002000000000000375,0.004775734496108109
89,011,011,1,0.002000000000000193,0.004806555293453775,0.002806555293453582,0.16407027527551574,0.05841116264284041,0.08242418738428514,0.002000000000000193,0.14212083702225953,0.050272681534709845,0.08167332665630188,0.004806555293453775
90,011,011,1,0.0020000000000000213,0.012553072591876227,0.010553072591876206,0.015435462907003919,0.012553072591876227,0.014090907316259997,0.0020000000000000213,0.04169660909939447,0.0414166656317955,0.046233883201085436,0.03976139395069402
91,100,100,1,0.0010000000000000083,0.0054574961020511775,0.00445749610205117,0.012094029280850382,0.00770748740290747,0.025008411087005748,0.02619499930189359,0.0010000000000000083,0.0054574961020511775,0.018084763528725095,0.019579998287013692
92,000,000,1,0.0,0.002926922049708138,0.002926922049708138,0.0,0.01714115546920725,0.002926922049708138,0.01586488729213119,0.005646112848205677,0.02264548721353301,0.008661051155274702,0.0212212916477307
93,100,100,1,0.0010000000000000152,0.0024317674801840584,0.0014317674801840432,0.012360111911724059,0.024034156982810778,0.008784033764728468,0.019434298185238674,0.0010000000000000152,0.013920321842458203,0.0024317674801840584,0.012167736286503562
94,001,001,1,0.001000000000000062,0.003741954794444889,0.0027419547944448268,0.1313682711209805,0.001000000000000062,0.12351001394233159,0.003741954794444889,0.1418525097187582,0.023409524620559473,0.11582208192978792,0.017772216707279145
95,001,001,1,0.0010000000000000445,0.0076086415626617524,0.006608641562661708,0.056440122225584706,0.0010000000000000445,0.054091071379540896,0.0076086415626617524,0.06161770240414181,0.019394909727768146,0.06181358705176874,0.02481149077594276
96,100,100,1,0.0010000000000000145,0.00895613810752591,0.007956138107525896,0.03467545451075368,0.043542854825774406,0.03754279143273827,0.046558075741890526,0.0010000000000000145,0.01753569393775277,0.00895613810752591,0.02502054198268909
97,110,110,1,0.0020000000000000356,0.006551699672176128,0.004551699672176093,0.14615609110189468,0.0919488917711624,0.09108419439265818,0.07867514676724652,0.03669637459277263,0.025238858780334238,0.0020000000000000356,0.006551699672176128
98,011,011,1,0.002000000000001006,0.023533688534235195,0.021533688534234187,0.2706563149357348,0.02729868085799002,0.24236141629137567,0.002000000000001006,0.2255480566745519,0.02524360707841207,0.15305809568460213,0.023533688534235195
99,011,011,1,0.002000000000000046,0.004824704094667056,0.0028247040946670103,0.11183085673932737,0.0163351679441597,0.12064445231430682,0.002000000000000046,0.10525825225282515,0.009506011425992165,0.10166844641235674,0.004824704094667056
100,100,100,1,0.0010000000000002641,0.016705856047613758,0.015705856047613494,0.026849505153912007,0.03475486242120444,0.03304150853659797,0.044332171663555325,0.0010000000000002641,0.018595479981667717,0.016705856047613758,0.03197601954066137
101,111,111,1,0.0030000000000001406,0.02013135810347212,0.01713135810347198,0.09240966897090602,0.06697492520419163,0.075605454084359,0.05760217532083913,0.061566066850633545,0.02013135810347212,0.03411351756416616,0.0030000000000001406
102,011,011,1,0.0020000000000002355,0.011296601151925198,0.009296601151924962,0.15655318130874837,0.14988153182434993,0.02690301550679614,0.0020000000000002355,0.12820013481395648,0.1289863017216272,0.029270282722659538,0.011296601151925198
103,011,011,1,0.0020000000000000933,0.004008353617405628,0.0020083536174055343,0.07648212054760352,0.058848547510255755,0.0074346046239653135,0.0020000000000000933,0.07776307722614494,0.05905343663595841,0.008743185037523346,0.004008353617405628
104,110,110,1,0.002000000000000268,0.018694840537000337,0.01669484053700007,0.15834111461966852,0.15887525904405864,0.055499814856948104,0.06893462750779662,0.06439924533971995,0.0696745898658533,0.002000000000000268,0.018694840537000337
105,001,001,1,0.0010000000000000033,0.0035332295688505697,0.002533229568850566,0.017309507435513277,0.0010000000000000033,0.009331502450299595,0.0035332295688505697,0.021193173980166777,0.00510642650711338,0.00893240969878182,0.00518918839319299
106,011,011,1,0.0020000000000000968,0.004907292499221381,0.0029072924992212842,0.7049509438170244,0.4414912251651691,0.03289101291479379,0.0020000000000000968,0.709602195940669,0.4367810046610025,0.020663000867800756,0.004907292499221381
107,001,001,1,0.001000000000000085,0.0034661412428517975,0.0024661412428517125,0.11818562310462033,0.001000000000000085,0.07580820789203052,0.014323020960822903,0.10909969129598758,0.0034661412428517975,0.07562313358717848,0.015519958202522652
108,110,110,1,0.002000000000000871,0.004315314216039914,0.002315314216039043,0.2903967433324877,0.2144563685315907,0.013167734907498369,0.014703738154873268,0.2654579249470796,0.1960407997441389,0.002000000000000871,0.004315314216039914
109,001,001,1,0.0010000000000000636,0.0049255802356210875,0.003925580235621024,0.31103579457347824,0.0010000000000000636,0.2656244475764966,0.0049255802356210875,0.2723795687426996,0.028226770737259398,0.18333033820413544,0.019123438345790545
110,011,011,1,0.0020000000000001267,0.008622414975026629,0.006622414975026502,0.13232227855469733,0.0999300287161317,0.047416618643243647,0.0020000000000001267,0.0956828979826609,0.07934536858931811,0.04303749823093374,0.008622414975026629
111,010,010,1,0.001000000000000305,0.0054896804130977386,0.004489680413097434,0.2186030852977623,0.16074093748560095,0.001000000000000305,0.0054896804130977386,0.21404723113102844,0.12298678027162847,0.006475425177983946,0.005891495751448258
112,100,100,1,0.0010000000000003385,0.00864954795513756,0.0076495479551372215,0.18317770340943143,0.16451446897200453,0.17880658628061327,0.16496991267896216,0.0010000000000003385,0.03040299339456433,0.00864954795513756,0.03450448294196765
113,010,010,1,0.0010000000000000137,0.009858496087089743,0.00885849608708973,0.03307490112719558,0.028071342259961416,0.0010000000000000137,0.009858496087089743,0.03952980900360195,0.03399096211369468,0.017029055330428866,0.022431192855988588
114,001,001,1,0.001000000000000086,0.006337453832955074,0.005337453832954988,0.03463358610122344,0.001000000000000086,0.03006666513142361,0.006337453832955074,0.04952599609999075,0.026655135108013345,0.03147066782284379,0.020049099756077587
115,110,110,1,0.0020000000000002134,0.008669536683025716,0.006669536683025503,0.12377184450432592,0.12993565258398657,0.06602406993277014,0.05900200131343592,0.010861255005403029,0.0101294269355798,0.0020000000000002134,0.008669536683025716
116,010,010,1,0.0010000000000000627,0.0026620497260098743,0.0016620497260098116,0.04987788175548085,0.014947562121931726,0.0010000000000000627,0.0026620497260098743,0.07627182020663385,0.04127648447777976,0.03255073658823424,0.03313030072648417
117,010,010,1,0.0010000000000000735,0.012919290515888866,0.011919290515888793,0.027073628576506636,0.0254430105664299,0.0010000000000000735,0.012919290515888866,0.05608563856050274,0.0513734330693367,0.030826025226027787,0.0372168687110745
118,001,001,1,0.0010000000000006887,0.0049214080735771985,0.00392140807357651,0.08888052930653097,0.0010000000000006887,0.11840040570024225,0.042878942207478114,0.09048060292978122,0.0049214080735771985,0.11335528047496567,0.03742021579026225
119,011,011,1,0.002000000000000067,0.006395964585222645,0.004395964585222578,0.08131586997920154,0.07263758475311892,0.03271535077917138,0.002000000000000067,0.07345565903700713,0.0702058363110654,0.029384538340367285,0.006395964585222645
120,011,011,1,0.0020000000000000144,0.004558570569860193,0.002558570569860179,0.01364828319456147,0.004558570569860193,0.01648151162801434,0.0020000000000000144,0.02349713802800035,0.006911547228155713,0.017787622830323632,0.007926544130701478
121,011,011,1,0.0020000000000000174,0.01142038688429211,0.009420386884292092,0.012620373638645826,0.011742867455048073,0.01142038688429211,0.0020000000000000174,0.02602587462718713,0.032597591051742425,0.023812349405559166,0.02242631565011488
122,001,001,1,0.001000000000000015,0.007348418780927263,0.006348418780927248,0.007348418780927263,0.001000000000000015,0.024021953734012613,0.01814156586976748,0.01564765646575926,0.010528304971236342,0.022508941778964703,0.01780014057579653
123,001,001,1,0.0010000000000000018,0.0024395484253816953,0.0014395484253816935,0.052545186803548666,0.0010000000000000018,0.07302666980671163,0.040742953951617235,0.05317534677245541,0.0024395484253816953,0.06905797504939082,0.02673425511870907
124,011,011,1,0.0020000000000000876,0.017015183126785283,0.015015183126785195,0.19157599341974355,0.05251211048959939,0.14337755737721827,0.0020000000000000876,0.15319309018287444,0.05834697234143191,0.1185796665246666,0.017015183126785283
125,010,010,1,0.0010000000000000842,0.002658683101685907,0.0016586831016858227,0.22550316683857594,0.2181565281967984,0.0010000000000000842,0.015239630649878287,0.22301936774757947,0.2132902305254152,0.002658683101685907,0.015023500357868803
126,111,111,1,0.003000000000000318,0.03647839319568883,0.033478393195688516,0.09684825635794121,0.08361947620370806,0.06268891396405143,0.05325834104653888,0.08668689685292741,0.051207148773931566,0.03647839319568883,0.003000000000000318
